,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,review_polarity,review_subjectivity,review_length,total_star_rating,prod_subjectivity,pred_useful,rank
2057,2971,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,My husband says even,queencantu,"My husband says even a speckle on the mirrors, especially in the restroom. We keep Windex on hand. It doesn't leave a steak and it works for more than just windows. Love Windex.",5,0,0.333333333,0.7,33.0,4.7,0.6171052631578947,0,2058
2058,8401,bestbuy,Hogwarts Legacy Standard Edition - Xbox Series X,44.99,Verify compatibility before you purchase.,Sherry,"Easy transition from iPhone X.
Sadly iPhone X is not compatible with series 9 Apple Watch.",5,0,-0.033333333,0.916666667,15.0,4.8,0.4047023809523811,0,2059
2059,6682,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,"Helpful, friendly and efficient",Steve,"Either 3rd or 4th renewal with Geek Squad, I would not want to be without you.. This year had agents to the house, and chatted online. Much appreciated all round",5,0,0.09375,0.25,30.0,4.5,0.4601818181818181,0,2060
2060,1867,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Great picture,jdr327,Replaced a 5 year old LG Oled that had burn in on the screen. Wasn't happy about that and I hope 5 years later LG has made advances with Oled so this won't be my future. With that being said I am very happy with my LGC3. The picture is phenomenal and the updated Web OS is great.,5,0,0.5,0.540625,58.0,4.7,0.4353975468975468,0,2061
2061,1661,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Comments,nhwing,"Installation from disc does not work well last 2 years required assistance from Support to get product to install on me Windows PC. Forced update on open is a pain, especially when opening the program to print or enter a number. It would make the application more user friendly if updates were ""Optional"" until a return is ready to be filed.",4,0,0.110714286,0.466666667,61.0,4.3,0.6581573498964806,0,2062
2062,3916,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,Awesome Phone!!,Kev2284,"This phone has it all speed, screen size, easy to use and set-up. So happy i got the S22 Ultra upgraded from a 9+ ive only ever had galaxy's and will always stay with Samsung",5,0,0.558333333,0.958333333,35.0,4.6,0.4801500721500721,0,2063
2063,12239,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Norton,Lor5,Used it forever it is a great software package better than others,5,0,0.65,0.625,12.0,4.4,0.4782189677934357,0,2064
2064,2680,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I love using windex,ginao216c,I love using windex doesn't leave my window with strikes like other window products I've used. When I use windex it does it job.,5,0,0.291666667,0.525,24.0,4.7,0.6171052631578947,0,2065
2065,2119,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Average,Sho123,"I bought one 5 months ago stopped working, unfortunately I have to buy similar product due to warranty. I am not sure how long this one will last.",3,0,-0.153571429,0.504365079,28.0,4.4,0.3945085778419112,0,2066
2066,9027,amazon,Mario Kart 8 Deluxe - US Version,39.99,Game,Lonny M.,Its a fun game,5,0,-0.166666667,0.333333333,4.0,4.9,0.3885281385281385,0,2067
2067,9657,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,Great vacuum,ELIZABETH SWEENEY,Works very well once its assembled. Instructions arent very clear.,5,0,0.280416667,0.387083333,10.0,4.4,0.450384024577573,0,2068
2068,725,Target,Apple iPhone 14,0.0,No communication,Frustrated 123,Trying to transfer a phone to ATT. Its been weeks. No email or notification saying there was an issue. Just working on it. What a PITA!,1,0,0.0,0.0,26.0,4.4,0.4134481460568416,0,2069
2069,4118,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,First printer,Sunshine,Love it it perfect for me I get the free inks for 6 months,5,0,0.5375,0.683333333,14.0,4.1,0.4801345755693582,0,2070
2070,4345,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Works as expected,ps2daddy,Works as expected not difficult to set up wish it would duplex but oh well.  Works great as secondary printer in home network.,4,0,0.11,0.57,24.0,4.1,0.4801345755693582,0,2071
2071,4092,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Great Buy for light printing,Ania,It's perfect for my use case which is school and a few work documents every few weeks.,5,0,0.36,0.53,17.0,4.1,0.4801345755693582,0,2072
2072,9674,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,Michael Schmitt,This Vacuum is better than any other Dyson I have owned. Easy to use and assemble about 5 minutes and the suction power is awesome. Hands down the best Dyson they built!!!!! Could be lighter but still no complaints.,5,0,0.292901235,0.377469136,39.0,4.4,0.450384024577573,0,2073
2073,3034,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,This actually helps me,krystall27,This actually helps me my windows clean outside. Sometimes it may leave a smear on the glass and others times it doesn't. It's a great price and I like it most of the time.,4,0,0.277777778,0.366666667,34.0,4.7,0.6171052631578947,0,2074
2074,11686,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Great cooler! Kept items frozen,Gillian L.,"Great cooler! Kept items frozen and cold for 2 1/2 days on the road, and we even left it overnight in the car.",5,0,0.35,0.625,23.0,4.3,0.5530864197530863,0,2075
2075,7179,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,"so far, so good",PennyAnnie,"Obviously, I haven't tried all of the functions. I have to learn Publisher. I love saving my work in the cloud.",4,0,0.325,0.675,21.0,4.5,0.4601818181818181,0,2076
2076,228,amazon,"Microsoft 365 Family | 12-Month Subscription, Up to 6 People | Word, Excel, PowerPoint | 1TB OneDrive Cloud Storage | PC/MAC Instant Download | Activation Required",99.99,Great product,leelee67,Love it,5,0,0.65,0.675,2.0,4.4,0.5047619047619047,0,2077
2077,5666,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Sound,Wave,Love shopping at best buy jlb 1The base is kicking,5,0,0.275,0.575,10.0,4.8,0.3508503401360544,0,2078
2078,5041,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Awesome speaker,BBYShopper,"Great speaker! The bass is the best feature. Pretty durable, I dropped it a few times as well and its still working great. Comparing it to a beats pill, this one is better because the pill has no bass. Definitely reccomend this",5,0,0.4275,0.59,42.0,4.8,0.3508503401360544,0,2079
2079,752,Target,Apple iPhone 14,0.0,WOW,Destyni,I love apple products and the set up and transferring number was so easy with the new eSIM. I love this phone so much!! Lots of storage too!,5,0,0.343386995,0.614646465,28.0,4.4,0.4134481460568416,0,2080
2080,4235,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Quick fix,Wesley,My granddaughter needed a printer for school and this was a good find.,4,0,0.516666667,0.55,13.0,4.1,0.4801345755693582,0,2081
2081,4917,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Well worth the price.,SmartDad01,"If this item wasnt on sale I still would have paid full price.  Its a great speaker, and easy to use, the set for Bluetooth was extremely easy.  I recommend this speaker if your looking for a compact travel speaker.",5,0,0.463333333,0.613333333,42.0,4.8,0.3508503401360544,0,2082
2082,12042,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Norton 360,MichaelO,Good product and easy to use. You can use it on more than one device if you have more than one.,5,0,0.533333333,0.608333333,21.0,4.4,0.4782189677934357,0,2083
2083,9159,amazon,Mario Kart 8 Deluxe - US Version,39.99,Box came in bad condition,Jorge Luis Reyes,"The cartridge was in good condition, but the plastic box with the cover of the game was cut with a knife of something sharp.",3,0,-0.13125,0.604166667,24.0,4.9,0.3885281385281385,0,2084
2084,4713,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,JBL wireless speaker,Btru,"Great sounding wireless speaker. Good battery life, quick charging and great portability.",5,0,0.658333333,0.65,12.0,4.8,0.3508503401360544,0,2085
2085,11828,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Great Software Protection!,PeteD,"Since uploading the Total Pro software, my laptop seems to be faster than before. My daughter was also happy with the software too.",5,0,0.6,0.833333333,23.0,4.6,0.375806452,0,2086
2086,7985,bestbuy,"TurboTax - Deluxe 2023 Federal + E-file & State - Mac OS, Windows [Digital]",69.99,TurboTax Digital,Treebaby,Easy to install and use. Digital passcode requires no CD installation.,5,0,0.144444444,0.277777778,11.0,4.6,0.4391614906832297,0,2087
2087,1489,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Ok,ABBYJae,"For a first time user, I experienced trouble with e-filing and there wasnt support for this",4,0,0.3375,0.483333333,16.0,4.3,0.6581573498964806,0,2088
2088,3546,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,Great choice,Awesome,"I'm really enjoying using my phone, especially the camera. Going on a trip soon and can't wait to explore some of the Ultra features!",5,0,0.433333333,0.783333333,24.0,4.6,0.4801500721500721,0,2089
2089,6868,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,So easy and quick to get,Ptmcg,Love the idea of multiple computers having office 365. You cant beat this. All the family have the tools they need.,5,0,0.316666667,0.483333333,21.0,4.5,0.4601818181818181,0,2090
2090,3803,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Great little printer,NPRHA,"I needed a new printer. My old one was at least 12 years old. This one looked like it would do just what I needed and was a lot smaller than the one I had. 
This printer/copier/scanner is fabulous. Great purchase and was shipped to me in no time.",5,0,0.205429293,0.528282828,49.0,4.1,0.4801345755693582,0,2091
2091,475,amazon,"LG C3 Series 65-Inch Class OLED evo 4K Processor Smart Flat Screen TV for Gaming with Magic Remote AI-Powered OLED65C3PUA, 2023 with Alexa Built-in",1596.0,Amazed !!,Love My GSD,"OK the TV I replaced was a 8-9 year old LG w/LCD---the picture had become very faded and washed out--the sound was never worth bragging on--this OLED TV is really AWESOME--easiest setup I've ever done-it pretty well set irself up-including marrying itself to my Xfinity remote all by itself--my old TV was a ""smart"" TV- however because of the processor in this one it sorta thinks for itself....I love it-I'd buy it again tomorrow....
I'm biased I guess because my old TV so lousy-but I really don't understand all the negative reviews--I mean jeez people--if you think it's such a big piece of crap--then send it back---last time I checked Amazon was still accepting returns--so I don't get---SEND IT BACK !!.....
For me this was a Amazon warehouse deal & the only ""con"" was it didn't come with screws for the base but the hardware store had what I needed so no real problem---I regret not replacing the old TV years ago.....",5,0,0.050081169,0.405925325,160.0,4.6,0.4818186423505572,0,2092
2092,10839,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Stay away,Dex,"Bought this couch based on all the good reviews. HOWEVER, after putting it together and trying out out, the sturdiness is not there. The firmness is like sitting on a rock. Im extremely disappointed with this product",2,0,-0.025,0.675,37.0,4.0,0.4985294117647059,0,2093
2093,8079,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,LG OLED best of the best,AmandaK,"Save time and just get this TV.  Picture is great on both cable and really shines on hdr like Netflix or if your a gamer the 120hz and game mode is awesome.  I've tried x90l junk picture, tcl qm8 was ok but it never ran 120hz on PS5, tried u7h the picture was horrible.  Just get OLED and forget about it.",5,0,0.3875,0.55625,64.0,4.8,0.4303401360544217,0,2094
2094,6282,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Necessary Item,Dorobucci,"I don't know if there's a need to review Microsoft office, because it is almost considered a necessity.",4,0,0.0,1.0,18.0,4.5,0.4601818181818181,0,2095
2095,7843,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Office 365,NicholeL22,"I really like the product. I wish it had came with my laptop computer, was expensive.",3,0,-0.15,0.45,16.0,4.5,0.4601818181818181,0,2096
2096,5269,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Nice speaker impressively good,JBLi,Good speaker Good Speaker overall very good from Jbl,5,0,0.601666667,0.596666667,9.0,4.8,0.3508503401360544,0,2097
2097,12007,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Total protection the best,user618126,"I love it, good protection. It was easy to install",5,0,0.526666667,0.616666667,10.0,4.6,0.375806452,0,2098
2098,8603,bestbuy,Star Wars Jedi: Survivor Standard Edition - PlayStation 5,34.99,Hogwarts legacy,Jeff,Shout out to the maker of this game. Go buy a copy and play it before prematurely reviewing it over political issues.,5,0,-0.2,0.25,22.0,4.7,0.4299918831168832,0,2099
2099,221,amazon,"Microsoft 365 Family | 12-Month Subscription, Up to 6 People | Word, Excel, PowerPoint | 1TB OneDrive Cloud Storage | PC/MAC Instant Download | Activation Required",99.99,Office 365 cheaper than MS,BLT,I liked getting Office 365 for less than Microsoft's price. I use the Amazon auto-renewal too. Nicely done Amazon!,5,0,0.394444444,0.622222222,19.0,4.4,0.5047619047619047,0,2100
2100,8284,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,Excellent television,DennisH,Exceptional picture and features. Well worth the money.,5,0,0.655555556,0.7,8.0,4.8,0.4303401360544217,0,2101
2101,2219,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great features,Ange14,Just received and works greats . Its a lot easier to use the microwave then the oven,5,0,0.8,0.75,17.0,4.4,0.3945085778419112,0,2102
2102,5528,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Christmas gift,Teacher75,Got it for a friend for Christmas. She really loves it.,5,0,0.2,0.2,11.0,4.8,0.3508503401360544,0,2103
2103,8749,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Great game,JimC,Excellent game.  Enjoy playing it more so than the first one so far.,5,0,0.28125,0.610416667,14.0,4.8,0.4839256198347108,0,2104
2104,12313,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Retired Executive,Edward,"I have three different virus protection programs.  I like Norton as well as any but, the constant ""splash boxes"" trying to sell you add-ons is annoying.",3,0,-0.266666667,0.611111111,27.0,4.4,0.4782189677934357,0,2105
2105,1168,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,tt delux,kbreeze,product is excellent to use offline to do taxes by myself,5,0,1.0,1.0,11.0,4.3,0.6581573498964806,0,2106
2106,279,amazon,"TurboTax Basic 2023 Tax Software, Federal Tax Return [PC/Mac Download]",39.99,Best as usual,Dachs1,Been using this product for more than 20 years. Has done an excellent job. Wish there was a more basic version since I no longer itemize or have investments or business.,5,0,0.458333333,0.445833333,31.0,3.4,0.6367559523809524,0,2107
2107,3937,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,Great Phone!,Sharon,Upgraded from an S8 and I really like this S22 Ultra. Camera is awesome and the battery has not been below 60% yet even though I use it some during the day and alot of the evening.,5,0,0.733333333,0.65,37.0,4.6,0.4801500721500721,0,2108
2108,8994,amazon,Mario Kart 8 Deluxe - US Version,39.99,Exactly what I was looking for,Barbara G,Purchased this Mario game for my daughter's birthday. Exactly what she asked for.,5,0,0.033333333,0.3,13.0,4.9,0.3885281385281385,0,2109
2109,3614,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,It's a good little printer for the price point,karssuk,"Great quality, easy setup. Smaller Profile as expected. Only issue i have is it seems to lose connectivity pretty easy when trying to print after a few days/weeks of not using it. It's kind of annoying.",5,0,0.160763889,0.693055556,36.0,4.1,0.4801345755693582,0,2110
2110,4988,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,JBL Love,Outstanding,The price and sound quality combined makes this a great device. I highly recommend it!,5,0,0.475,0.5725,15.0,4.8,0.3508503401360544,0,2111
2111,4739,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,AMAZING sound,Morgan,"For a little speaker this thing packs some sound. Perfect for the beach, bedroom, and bathroom. Also has water resistant features for the sand and salt water. Love it!",5,0,0.472916667,0.633333333,29.0,4.8,0.3508503401360544,0,2112
2112,12221,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Good Value,Jay050,Good value for the money. Needed a security for my mac and best buy had a good price,5,0,0.775,0.525,18.0,4.4,0.4782189677934357,0,2113
2113,5869,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Miss soundy,Prettyboysunny,"Love it!  Wish I had a few more, gave one to my sister",3,0,0.308333333,0.4,14.0,4.8,0.3508503401360544,0,2114
2114,4291,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Tour Guide,Stumaster1,"easy to set up, easy to operate, easy to change ink,",5,0,0.433333333,0.833333333,11.0,4.1,0.4801345755693582,0,2115
2115,4344,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,HP Wireless Printer,Luna,"Easy and simple to install. Sleek, effortless, priced right .",5,0,0.23968254,0.575396825,10.0,4.1,0.4801345755693582,0,2116
2116,8266,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,Great TV,JefferyU,The colors are vibrant and the picture is super clear!,5,0,0.35625,0.533333333,10.0,4.8,0.4303401360544217,0,2117
2117,2935,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I use this at,sarahw285,"I use this at work for your basic cleaning. I love that I'm able to use it on our counters, keyboards, plexiglass shields, door handles and restroom surfaces. It makes it super easy for me to go from place to place and keep everything clean. It leaves all the surfaces clean no streaks or residue and in my opinion it doesn't have a harsh smell which is a plus especially when cleaning the bathrooms I don't feel like I have to hurry up and get out. I would recommend this product if your a doing a quick all around clean and I would purchase this to use in my home as well.",5,0,0.272727273,0.65,112.0,4.7,0.6171052631578947,0,2118
2118,769,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,Really awesome!,SebsG,"Simple fantastic, great deployment of very useful characteristics.",5,0,0.518,0.601428571,8.0,4.6,0.4695056042149065,0,2119
2119,8644,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Excellent Game! Hours of fun?,DawnS,Really happy! Excellent graphics and a must get for Star War Fans,5,0,0.56,0.72,12.0,4.8,0.4839256198347108,0,2120
2120,3310,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,It does what it's,valeriei,"It does what it's supposed to do! I don't know that it leaves the glass especially streak-free without any extra work, and it doesn't really have an awesome scent, but it works.",3,0,0.3,0.575,32.0,4.7,0.6171052631578947,0,2121
2121,5983,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Must get,TinaT,Very useful and helpful for work use and school use.,5,0,0.39,0.0,10.0,4.5,0.4601818181818181,0,2122
2122,7828,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Goid,Pete,Works well but is high in price and I dont like the automatic renewal,3,0,0.16,0.54,14.0,4.5,0.4601818181818181,0,2123
2123,6388,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Office,Greatlaptop,Good if you have multiple computers on your network,5,0,0.35,0.3,9.0,4.5,0.4601818181818181,0,2124
2124,6901,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,great software,goodsoftware,very each to use and very intuitive. easy to install also.,5,0,0.408333333,0.545833333,11.0,4.5,0.4601818181818181,0,2125
2125,1525,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,ok,CT11111111111111111111,always easy and accurate !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,0,0.644444444,0.655555556,5.0,4.3,0.6581573498964806,0,2126
2126,4644,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Dont buy!,Jake,It sucks guys theres always a problem dont get it,1,0,-0.3,0.3,10.0,4.1,0.4801345755693582,0,2127
2127,8394,bestbuy,Hogwarts Legacy Standard Edition - Xbox Series X,44.99,A happy besybuy customer and Apple Phone user.,PadmajaA,As an apple phone user this is the scond time I purchased this product and is working great.,5,0,0.8,0.875,18.0,4.8,0.4047023809523811,0,2128
2128,7849,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,I don't like the updated version of Publisher.,Cath,Previous version of Publisher software was far easier to use.,3,0,-0.033333333,0.583333333,10.0,4.5,0.4601818181818181,0,2129
2129,4824,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,All Over House Sound,JakeC,"JBL Flip 5s are terrific in that multiple speakers can be synced, bringing true stereo sound throughout the inside and out of my home.",5,0,0.23,0.49,24.0,4.8,0.3508503401360544,0,2130
2130,2577,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great microwave,Torey,"This is one of the best gifts I've ever received. Looks great, works great and has nice features.",5,0,0.8,0.71,18.0,4.4,0.3945085778419112,0,2131
2131,5351,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,JBL Flip 5,BF140,Love it.   Full powerful sound.  Perfect for the beach or while doing yard work.,5,0,0.51,0.71,17.0,4.8,0.3508503401360544,0,2132
2132,1350,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,TurboTax is good except for Audit Defense tab.,Dumbledore55,"Everything works well. with one exception--The Audit Defense tab takes an inordinate amount of time to register when you click ""yes"", to go forward.",4,0,0.7,0.6,24.0,4.3,0.6581573498964806,0,2133
2133,4044,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Happy wife,Carebear,"Wife likes it so its perfect and makes her happy. Ink could last a little longer, but is a great printer",5,0,0.535416667,0.719444444,21.0,4.1,0.4801345755693582,0,2134
2134,7445,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great product,Dominican809,"It works awesome on the computer, is good for work and school",5,0,0.833333333,0.783333333,12.0,4.5,0.4601818181818181,0,2135
2135,1060,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,So -So,Whost,Much more complex this year. Unless I missed it State filing fees are not $25. Your not including hidden costs of $20. Lets be up front with everything.,3,0,0.011111111,0.411111111,28.0,4.3,0.6581573498964806,0,2136
2136,3140,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,The good and old,raianeb,"The good and old windex, it cleans and shine awesome!! And the price works for everyone",5,0,0.52,0.52,16.0,4.7,0.6171052631578947,0,2137
2137,4026,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Great product,RuthA,HP Printer is great. Very easy to connect and the printing is very clear and easy to read. Buy with confidence and no regrets. Thanks for a great product.,5,0,0.472083333,0.622708333,29.0,4.1,0.4801345755693582,0,2138
2138,1250,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,2022 Taxes You should read this review it is just,Vino75,Was easy after I had all my docs together. Will use it again,4,0,0.433333333,0.833333333,13.0,4.3,0.6581573498964806,0,2139
2139,5544,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Classroom use.,Soul,It works perfectly for me. My students can listen clearly and loud to what I display.,5,0,0.4,0.727777778,16.0,4.8,0.3508503401360544,0,2140
2140,1069,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Love usung Turbo Tax. It is great,CPA999,I have been using Turbo Tax for over 0 years. It is fantastic.,5,0,0.566666667,0.75,13.0,4.3,0.6581573498964806,0,2141
2141,2646,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,It's the only thing,annad149,It's the only thing I use for my windows! Leaves them shiny and streak free! I clean my windows almost every day.,5,0,0.216666667,0.875,22.0,4.7,0.6171052631578947,0,2142
2142,2002,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love the sensor for potatoes!,weiqiplayer,"I love this microwave! It satisfied all of my requirements for size, inside space, and cooking power, it has the ease-of-use options I wanted (eg., quick start cooking for 1-6 minutes, ""add 30 seconds""). Most importantly for me, it has a humidity sensor that allows me to easily cook potatoes (my go-to food item) and other foods with the push of one button. Most other low-cost microwaves require you to enter the ""number of potatoes"" after pressing the potato button, and an often-inaccurate cooking time is then calculated by the microwave (since it doesn't know whether you're cooking mammoth or tiny potatoes). This microwave just senses the humidity to determine when the potatoes (or popcorn or leftovers) are ready. That's my kind of cooking!",5,0,0.355128205,0.629487179,124.0,4.4,0.3945085778419112,0,2143
2143,4736,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great Sound,Hexster420,"Does what i need it to do. Good battery life, sounds great.",5,0,0.675,0.625,12.0,4.8,0.3508503401360544,0,2144
2144,5703,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Excellent  good quality  Perfect performance  Need,Frank9,"Excellent  good quality 
Perfect performance 
Need more
Excellent  good quality 
Perfect performance 
Need more",5,0,0.827272727,0.8,15.0,4.8,0.3508503401360544,0,2145
2145,1738,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbo Tax is great!!!,Z Man9,I have used Turbo Tax Deluxe for more than ten years!!! It is very user friendly!.,5,0,0.461458333,0.491666667,16.0,4.3,0.6581573498964806,0,2146
2146,1467,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Good,harm1123,was good wish I didn't have to fill by mail other than that was good,5,0,0.49375,0.54375,15.0,4.3,0.6581573498964806,0,2147
2147,5588,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Excellent Speaker,JBig,This bad boy it clear and LOUD! I bought it for my wife in her favorite color. A lot louder than I thought it would be. I love how more than one can be paired.,5,0,0.289285714,0.707142857,35.0,4.8,0.3508503401360544,0,2148
