,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,pred_useful
1263,491,amazon,"LG C3 Series 65-Inch Class OLED evo 4K Processor Smart Flat Screen TV for Gaming with Magic Remote AI-Powered OLED65C3PUA, 2023 with Alexa Built-in",1596.0,Great picture/some technical issues,Jane Palmer,Not all streaming sources are closed caption supported by this TV that are typically closed caption able (example: Hulu). Picture & sound quality is great.,4,0,0.41531658949377753
1264,1621,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Seems to work but only after being annoying,BillCody,I purchased TurboTax at the recommendation of my dad's old tax preparer because I was going to do my dad's taxes moving forward. I find the interface of TurboTax annoying. Asking confusing questions that I didn't need to answer and failing to carry forward information already provided.,3,0,0.4146917595667523
1265,9674,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,Michael Schmitt,This Vacuum is better than any other Dyson I have owned. Easy to use and assemble about 5 minutes and the suction power is awesome. Hands down the best Dyson they built!!!!! Could be lighter but still no complaints.,5,0,0.41464219238694616
1266,1332,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Hidden fees,asdfghjklzzxcvbnm,"Easy to use, accurate, I do not like the ""processing fees""",2,0,0.41449230834756184
1267,484,amazon,"LG C3 Series 65-Inch Class OLED evo 4K Processor Smart Flat Screen TV for Gaming with Magic Remote AI-Powered OLED65C3PUA, 2023 with Alexa Built-in",1596.0,Beautiful clear picture.,Carolina Girl,I bought this television because of the way my furniture has to sit in my den. With this LG OLED the picture is still very clear when watched from the side. This 55 inch TV fit great above my fireplace. Everyone has been blown away by the picture. I bought this TV on Black Friday and couldnt be happier with my purchase.,5,0,0.4139647701272537
1268,93,amazon,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,Printer,CDN,It was difficult to install on the WiFi. The ink that came with the printer was dry.,4,0,0.41382209464617703
1269,7928,bestbuy,"TurboTax - Deluxe 2023 Federal + E-file & State - Mac OS, Windows [Digital]",69.99,My turbo tax experience,Losingit2112,I use Turbotax each year.  Because of this it imports my previous years data. For the last two years it as been a little wonky.  When I am ready to efile it tries to up sale audit protection.  The page doesn't fit well so I cant select the next page.  Makes me push tab multiple times and then enter.  This usually takes several attempts.  I have seen other people complain bout this when doing a google search.  A little disappointed it hasn't been fixed.  Otherwise it suits its purpose.,4,0,0.4137472402696334
1270,6997,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,"Good program, too expensive",Krazeehors,"The Renewal Optrion on this program is FAR TOO EXPENSIVE!!! It is EASIER -- AND CHEAPER to pick the monthly option for renewal or to buy a new program access card.

WORD is HORRIBLE for someone who NEEDS to write a paper. You can set the tabs up in advance, only to get a couple of pages into the document you are creating, then see your preset tabs suddenly disappear.",3,0,0.4136556883872613
1271,2184,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Happy with this model,longlive,"My family and I are pleased with this type of GE Microwave. This is the second GE microwave we bought. Our previous one was very similar, and it worked well through many years of heavy, daily use.",4,0,0.4133535541037361
1272,11057,Target,Dyson Ball Animal 3 Extra Upright Vacuum,499.99,A Great Upgrade!,Brent K,"[This review was collected as part of a promotion.] This is a great upgrade from my Ball Animal 2! Its nice having an adjustable nozzle so that I can clean my deep pile rug without the vacuum sticking to the rug. It also seems groom the carpet better and pick up more than my last Dyson, the tangle free brush roll is great too!",5,0,0.41330594203594645
1273,7141,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Didnt have a choice,BadBama,The older version of Office doesnt work on the new computers. So now we are all forced to buy it again and cant just buy it once... they changed it to a yearly fee ( they call it subscription). The only reason I would  recommend it to a friend is because my friends wouldn't be able to open any word files without it.,3,0,0.4132971064167549
1274,9185,amazon,Mario Kart 8 Deluxe - US Version,39.99,Three Stars,Dan Gabriel,My grandson loved it,3,0,0.41295770987055147
1275,10622,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Great Value,Amazon Customer,"This was easy to assemble, took about an hour. The material seems very sturdy. The back cushions are a bit too thin.",5,0,0.4128646841762049
1276,2083,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,My Favorite appliance !,buffalowill52,"I am very happy with my new microwave (actually a replacement for a similar unit..that was 20years old). It is very powerful and cooks,re-heats and defrosts very quickly and efficiently. My only criticism is that the door doesn't close smoothly when pushed at the top. It doesn't quite latch all the way so it is necessary to close it more securely by pushing at the bottom near the latching mechanism. Only a minor inconvenience really.",5,0,0.4123943084057218
1277,1708,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Doesn't handle 1099-LTC process very cleanly.,DJINMN,Turbo Tax was still quite easy to use except for how you handle 1099-LTC and associated costs. I had to literally dig through several sections and explanations to figure out how to enter the information. Didn't help that my wife had passed away while in memory care and receiving LTC benefits. I'm done with it now but hope you improve the process before next year when millions of other widows are going through the tax filling.,4,0,0.41236904579831757
1278,1736,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,update turbo tax,cbjpotter,"finally finishing our return and had to return to check for updates. also, we'd like to be able to skip to standard deduction and not have to enter every cent we spend when standard deduction is always better for us now.",3,0,0.412170215110788
1279,38,amazon,"Renewed Samsung Galaxy S22 Ultra 512GB - 8K Camera, S Pen, Long Battery, Fast Processor, Phantom Black",619.5,Great!,Amberly Campbell,Phone came exactly as described. I would definitely recommend this seller.,5,0,0.41216396795506305
1280,9091,amazon,Mario Kart 8 Deluxe - US Version,39.99,"Incredibly fun game, I especially love the addition of more player vs player games.",James,It does seem less daunting to ride on the edge of a track as it is almost impossible to fall or lose ground. The danger of that made it somehow more exciting.,4,0,0.4118763262889789
1281,1029,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,You have to update your program automatically.,zhang6054,"The processing is OK. But there is some error which shows the message "" The Program Update required. There is an update available for your tax program. Before you can file electronically, you must get this update. ............ "" This is coming on the last step on the Transmit Return Now . If you have problem about your program, why you sell it to public. You have to update your program automatically.",4,0,0.4118256061679538
1282,99,amazon,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,Printer,Mike Burke,Good printer. Had a bout figuring out how to correctly load the paper.,4,0,0.41121464310184125
1283,9598,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,Amazing!,Kyle,I'd buy this vacuum 10 times over just to make sure I had a spare. Its just so good to know that the hair and dirt are gone. We tested it against other vacuums and this one excelled beyond expectations. Buy it.,5,0,0.4111448139269309
1284,3589,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,My new phone,MaryannM,"It's ok
For a new phone it doesn't hold a charge to long.I have to change it every day. I use my phone for calling  messages and checking my emails 
I dont play games or listen to music",2,0,0.4107738203199053
1285,2142,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,An easy-to-use microwave with great results,,"This GE microwave oven has controls that are easy to understand and use. The default ""Express settigs"" let you heat foods in one-minute steps, or add 30 seconds if you need to. Other buttons let you set an exact interval for time cooking, or choose one-button cooking of common foods like potatoes, chicken, etc. Cooking is thorough and fairly even. The removable platter makes cleaning easy. All in all, this GE microwave is a good choice.",5,0,0.4105618578513812
1286,9096,amazon,Mario Kart 8 Deluxe - US Version,39.99,Four players at a time can get pretty heated!,Matt,"My kids and their friends get pretty excited over this game. It's funny to sit back and listen to them. The controllers are small, so kids don't have a hard time with them.",4,0,0.4102052880311392
1287,10120,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Nice foundation,Lorena Romera,comparable with high-end,4,0,0.40988403868008133
1288,7397,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Convenience is great,Mario,"To have the same product over all 5 computers at work instead of different versions on each on is probably the only real benefit here. Outlook is having problems with windows 10, which is ridiculous, and excel has a weird lag to it when you switch cells. I think they were going for a style there but it just comes off as sluggish. FAIL Microsoft.",3,0,0.4091284801584672
1289,1516,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Please improve Charitable Giving input,blortsort,"You can vastly improve the Charitable Giving section. It would help, for example, to be able to sort the existing entries, since that would match my spreadsheet entries. And it would be great to be able to just punch in cash numbers like you would in a spreadsheet, without having to answer the same questions over and over and over again, i.e. start a ""cash contributions"" session where you can just enter in values next to each charity's name.",4,0,0.4087244517899164
1290,3943,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,New phone with issues...returned it.,LMGM,"Not what I was expecting from a new phone.  Pen had issue,  and the phone looked like it was used.  Returned it, waiting for next model to go on sale.",2,0,0.4086875680531491
1291,5876,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Not much for your dollar,RonaldJ,"Not a good product, the battery dose not last long at all. The unit is not laud at all. I will not buy again.",2,0,0.40841360766406754
1292,1697,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,I have used Turbo Tax for years Love it!,rip1011,I have used turbo tax for years and it is the best and user-friendly software I have ever used. Just walks you through everything so easily. Love it. Keep up the good work. Just wish somehow the price was not so much but in today's economy I see why. The only complaint I have is why does it cost so much to file a state return that needs to change. I will never pay that price to file a return. Michigan should not be charging us to file a return. We are helping them with less paperwork and we have to pay. Ridiculous Thanks for continuing to produce a great product.,5,0,0.4082564273422326
1293,1097,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Disappointing Import Function,JerryGo,"The import from Quicken function did not work as in the past. It would not download property tax payments, charitable contributions, medical expenses, etc. When selecting to download from the Tax Schedule Report, the only thing that was downloaded was investment expenses.",3,0,0.40797914992150724
1294,2549,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Awesome Microwave,HarryCPhT,"My old microwave died in action. Shopping around, my wife and I discovered this wonderful microwave at a large retailer. Its features matched what we were looking for, great size, and the price was right in the ballpark. First use was a bag of microwave popcorn, using the unit's ""popcorn"" button - it was the best bag I've had in years, with minimal unpopped kernels. I would recommend this unit to anybody.",5,0,0.4077725598673444
1295,10095,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Flawless finish look,Emotionless,"I had not tried foundation for over 3 years. Only use bb cram. This one gives flawless look, covers all my pores, long lasting. It also gives glowing look.",5,0,0.406914176717616
1296,1946,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Unbelievable Picture Quality,NovaHB,Unbelievable picture! The option to fine tune the quality of the picture to your individual standard only adds to the viewing enjoyment. I have never had an OLED as this one is my first. I really look forward to watching movies and events with this TV and Sound Bar! This has become a whole new experience. My old 75 TV doesnt even come close to what this LG is capable of. The enjoyment of watching this TV along with the Sound Bar has taken my viewing pleasure to a whole different level. I couldnt be happier with my purchase!,5,0,0.4066738310311731
1297,1996,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Easy to use,fishtail,second one I have had in that model. Switch went out in door on first one but I didn't feel comfortable with having switch replaced so bought another microwave. Other than switch was a great microwave.,4,0,0.40655452016518523
1298,4242,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Average cant use printer must use app,Kitty,You can scan and copy  from phone but not printer itself. Its slow to print. I always thought if you copy you could just copy from printer. Worst ever i bought. Not sure why it wont copy from.printer.,3,0,0.40654964046576286
1299,7871,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Confusing/Conflicting Info,Isabelle1215,"Easy to install but we received an email within 30 days saying we needed to renew, despite it being a 1-year subscription. Currently dealing with customer service to resolve.",2,0,0.4064208198269889
1300,2567,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great replacement for my olderGE microwave,EC mom,"I have had this microwave for the past few months. It replaced an older (20+ years older) model that finally stopped performing well. I have been very happy with this microwave. It is simple to use, has a relatively small footprint (bigger than older model, but they all do now), and is easy to clean. Heats my food much faster than our older model. And the price is very competitive.",5,0,0.4063456921646635
1301,7779,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Not working,lrudy96,I use it at work all the time. I bought this for home use for school for my daughter and it will not set up with the directions I was given. I can not get Microsoft to assist me and geek squad has not been helpful with it either.,3,0,0.4062994540776279
1302,10379,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Easy to assemble and very cute!,Emma,"I gave it 4 stars for the quality, although for the price its to be expected. But, it looks great and was super easy to assemble alone, took me about 45 minutes.",4,0,0.4054340169854721
1303,10686,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Amazing,Laine,"Very easy to assemble and I love it. Perfect for my apartment. Company was great to work with, fast shipping and everything came in great condition.",5,0,0.4053609609182415
1304,2110,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Basic Microwave,lswpubrw,Nothing fancy basic micro that heats uniformly. This replaces a GE we bought 12 years ago that died recently. We wanted a comparable unit with similar control choices.,4,0,0.4048758647575475
1305,6731,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Software written by 1000 monkeys,compuguy,"Microsoft has fallen so far away from the LIM standard that finding controls in these programs is far more adventure than I bargained for.  

Those coming from older versions will be confused by old commands having been shuffled, keyboard function oddities, and sections of typing wondering off into the aether.  The default to save to the cloud is rather silly",3,0,0.40448135638500704
1306,4224,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,???,Tinkerbell,Get what you pay for  the printer leaves a bit to be desired but it was inexpensive so thats the trade off,3,0,0.4043726421547916
1307,10098,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Damaged in transit,Mrs. Perez,"My favorite liquid makeup, shipping did not protect bottle, shipped in a brown paper envelope, leaked inside a small bubble envelope. Have to return, and reordered a replacement.",5,0,0.40413961827371975
1308,9087,amazon,Mario Kart 8 Deluxe - US Version,39.99,Good Kart game.,Kevin Putnal,I have been enjoying the cart gaming since well it is from Nintendo. It can be hard when going to new levels but still good game to have.,4,0,0.40400882588734194
1309,10592,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,It's cute,Kristin,I have no complaints on it. I like the movable ottoman. I'm 5'5 and I can lay down fully on it,5,0,0.40396548105647934
1310,2557,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,A Great Addition to your kiychen,ChefLori,"Purchased as a replacement for my old GE Microwave. Works great, easy to clean. The only problem I encountered was with the panel. The plastic cover over the keys peeled off after a few months. Still works great.",4,0,0.4038028626469774
1311,101,amazon,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,A little difficult to hook up but easy to use.,Amazon Customer,Great value for the money. Ver basic and easy to operate.,4,0,0.4035155588765516
1312,11403,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Dissatisfied,Bjwelch,Unimpressed with the cooler. It is huge on the outside. When you open I was dissatisfied with the inside space!,3,0,0.4030591551412052
1313,11415,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Tiny but mighty,Camper45,"I love it! Does the trick! I think one downfall of ALL these types of coolers is the actual storage capacity compared to the size of the thing, but I know that's in order to have the crazy insulation but still... looks like it could hold a lot but when you open it, not so much.",4,0,0.402874714631539
1314,10610,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Perfect size,Just Jacks,"Came nicely packaged and SUPER easy to put together. Color was accurate. Great size for our small space. Just what we wanted, pleasantly surprised.",5,0,0.4026502099065802
1315,11367,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,"handle was tilted to one side, it rubs on corners",,Cooler came with handle tilted to one side(broken),3,0,0.402202547013721
1316,1246,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,5 stars except for intuit acct requirement,AlanR99,"I would give you five stars, except for the new requirements to have and use an intuit account. Also need to take advantage of more built in features on the Mac. Your app doesn't recognized stored intuit passwords, or credit cards. A lot of copy and past from settings app when other apps auto-fill. That said - the tax side of things works very well. Life long Turbo Tax user her.",4,0,0.4019696836018116
1317,96,amazon,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,No free 3 months of ink,Pretty neat. Although you must be close to the light source to use the clicker.,Product good. Asking for the advertised free ink has not gone anywhere,4,0,0.4017457852010922
1318,9356,amazon,"Ninja Woodfire Pizza Oven, 8-in-1 outdoor oven, 5 Pizza Settings, Ninja Woodfire Technology, 700°F high heat, BBQ smoker, wood pellets, pizza stone, electric heat, portable, terracotta red, 9x13",349.99,Great smoker and pizza oven combo,Jeannine M. Miller,"I use this oven several times a week, a very easy to use. The food comes out amazing i smoke a pork butt about a couple times a month. Ive made pizza that only takes minutes to cook. Ive baked cakes and brownies in it. Its like having a toaster oven, smoker, dehydrator and pizza oven in one. I highly recommend this oven.",5,0,0.4016705800208985
1319,10381,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Beautiful!,M. Monroe,Easy to put together except we couldn't get 2 holes to line up so it's not fully assembled the way it should be. Love the color and the quality is good.,4,0,0.4010318435906873
1320,7013,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,It does what it's supposed to do.,VKW1,"I still dislike having to purchase this as a subscription and that Microsoft requires auto-renewal.  They know that they have our business, so why rub it in?  Anyway, it does what it is supposed to do and we'll keep buying it because we have to.",3,0,0.40085722190577844
1321,7893,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Not really a change for Mac,Charles,This software is the same as the last version of Microsoft Office for Mac computers.,2,0,0.4008464754073496
1322,2464,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Just a little noise,Cookis70,"Love the re-heat button, except it makes me dizzy if I watch the little window..! I would have appreciated more details/instructions like my previous 14 yr. old GE came with.",4,0,0.40070826560822126
1323,835,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,This products is great,LoveToLaugh,"[This review was collected as part of a promotion.] I use this phone at school and personal use. The features like the stylus allow me to annotate pdf in vlass as well as sign documents when ever it's needed. The feature like camera allow me to capture great memories with my friends and family. The zoom feature allows me to take clear pictures of board, even when I'm sitting far away. The battery is great as it lasts me a say, and when it needs to be charged, it charges within an hour. Overall, this phone exceeded expectation",5,0,0.40049046450524306
1324,777,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,SAMSUNG Galaxy S22 Ultra in Red!,,[This review was collected as part of a promotion.] This red beauty is my go to mobile phone. I am never leaving home without it... At least until the next Samsung Galaxy S Series Ultra is available for purchase. I love the speed of the S22 Ultra. The display is spectacular. This units speed and displY make the S22 Ultra my favorite portable game platform. The Samsung Dex feature and the various productivity apps have saved me from having to lug around my laptop. From drafting emails... to Teams meetings... S22 Ultra can do!,5,0,0.39988996712401886
1325,9126,amazon,Mario Kart 8 Deluxe - US Version,39.99,I would keep buying from this seller,Ismael Bonilla,Was for my grandson for doing good in school but he had this game no problem with the seller sending it back,4,0,0.39948784061333587
1326,11427,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,IMX 24,Jared,"Product arrived a little scuffed up. Kept ice for 2 days, not 4. Overall Im satisfied for the price.",3,0,0.39940664208470944
1327,7865,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Microsoft ripoff,Padre,Microsoft is starting to get very aggressive in their price increases... they are a rip off but the only game in town,2,0,0.3993743812333951
1328,2613,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,GE 1.4 cu. ft. countertop microwave oven,Frieda,[This review was collected as part of a promotion.] Just only had it for a few days but it seems to work fine. Only time will tell. Good value for basic heating up food.,4,0,0.3992649780121327
1329,4485,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Okay,User,Computer app is a little complicated when trying to print or scan and doesn't always connect. Works fine when I print from my phone. I am still trying to figure it out... so not very easy.,3,0,0.3991810293437325
1330,10436,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Good value,Joseph,Assembly Instructions worked out. Sturdy enough. The wood-like wrapping is a little fragile but held well enough. Just don't be rough on it.,4,0,0.39869128341141824
1331,9041,amazon,Mario Kart 8 Deluxe - US Version,39.99,Good game,Brooke,"Game is fun to play. BUT, if you want to play online with other people you need to pay for the membership pass..",4,0,0.3986329954401775
1332,12102,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,pretty good,jeffw,"good security, slows down the computer a little, but the constant upselling by Norton made it not worth it.",2,0,0.39850730573704146
1333,1521,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,PROBLEM WITH FOREIGN PENSION - NO 1099-R,ohdear,Have foreign pensions. In the past I entered as 1099-R with a generic number suggested by the IRA of 99-9999999. Federal return filed electronically with no issues. Not this year. Disappointed.,3,0,0.39833484326159707
1334,7214,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Install glitches had to be handled via phone,Waterdancer,"Following directions for installation on my new iMac did not work. Multiple attempts to contact Microsoft online did not work. Finally found a ""secret"" way to reach them to get assistance. They had to take remote control of my iMac to get the entire Office installed properly. Recommend only because it is the most widely used package.",3,0,0.3982797423388269
1335,7340,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Microsot Office 365 Home,CandEMin,"We love the programs. However, Microsoft has it to where you have to pay to use them every year. Also, we had problems installing the programs and had to contact Microsoft. When we contacted them they demanded that we needed network protection and wanted us to spend another $400 to $800 dollars in order for the programs to install. WE WERE NOT HAPPY ABOUT THAT!!!",3,0,0.3982510704466278
1336,7784,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Subscription Software,KADG,"So my comments are that although the product works as described, having to pay an annual fee for software is not where I want to be. If I choose to not upgrade and keep the existing version why should I have to pay a yearly. fee.",3,0,0.3981451581997431
1337,9608,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,Powerful vacuum,Lisette,This is the most powerful vacuum I have ever used. You never have to mess with bags and you never have to touch the dirt or debris. Easy to assemble and use. Not very lightweight.,5,0,0.3980107205493057
1338,11710,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Our Igloo seems to be,Lauren T.,Our Igloo seems to be a nice cooler. I was surprised at how much it doesn't hold. We have definitely had to rearrange and reduce the amount of items we pack. I do wish the rubber pieces were not on the bottom. They drag and won't allow the cooler to slide. It holds ice fairly well.,4,0,0.39794632340113506
1339,3207,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,"It cleans fine, but",beckytd2cc,"It cleans fine, but still streaky and I've not figured out a way to make the streaks go away. Will finish what we have left then try something else. I am more interested in non-toxic brands these days that can also do as a good job, if not better, even that means I have to pay slightly more.",3,0,0.39777470230827283
1340,10637,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Excelente acogedor,Keyla,Me gusto mucho,5,0,0.3973699221622962
1341,929,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,This product has the beat camera on a Smartphone,ActonLord,"[This review was collected as part of a promotion.] I use this phone to take pictures of nature. Throughout the year I had this phone it has done me justice, you do not need to know about camera to take pictures with the default camera app. One great feature I also like is that when you remaster a photo it doesn't just over saturate your photo but what it does is make the picture looks 100x better. Overall I would say the Samsung S22 Ultra is a very great phone and would recommend the phone to others.",5,0,0.3971937618577734
1342,10657,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Great couch for the price,Matthew Adler,You cant buy a sectional for under this price. More comfortable than I thought sturdy and perfect for small places.,5,0,0.39683704011050736
1343,193,amazon,"JBL Flip 5: Portable Wireless Bluetooth Speaker, IPX7 Waterproof - Black - Boomph's Comprehensive Ultimate Performance Cloth Solution for Your On-the-Go Sound Experience",89.95,quit working but return/replacement process was awesome,Simon Tate,"I loved it while it lasted. One day, it started to spontaneously turn on and turn off. I plugged it in, unplugged it, turned it on, turned it off, but it would continuously give the ""on"" sound and then the ""off"" sound. Now, it will not turn on at all, plugged in or not. I never used it outside, never took it anywhere.

Update: The manufacturer replaced it promptly.",4,0,0.3967470329087294
1344,904,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,No memory,Candyrain205,[This review was collected as part of a promotion.] This device is a little bulkier than the previous versions. But battery wise it is amazing I literally can listen to music and talk all day so I will take it. Only thing I dislike is no more memory cards I have to either delete or upgrade to get more space on my phone.,4,0,0.39662168045035856
1345,2450,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Good so rar,Joyce G2,I bought this today so I can not make a judgement on it yet except for the door. It feels flimsy and not what I expected. I really hope that's the only problem.,4,0,0.3966039086152749
